C1mean,C2meaninC1ROI,C2meaninC2ROI,C1StdDev,C2StdDev,WT.or.LOF.or.Auxin
355328.202,350730.151,NA,781.617,NA,Wildtype
352911.797,352717.702,355859.29,1034.317,1125.406,Wildtype
353392.606,351925.244,356978.182,1311.749,2032.886,Wildtype
351740.22,350294.418,355058.599,136.586,639.093,Wildtype
352682.189,352951.485,356736.247,825.806,1688.557,Wildtype
353199.965,353624.159,355288.74,1307.523,701.963,Wildtype
352713.094,351749.723,355987.052,770.974,1150.899,Wildtype
351889.498,354304.826,355642.478,243.606,951.212,Wildtype
352479.289,353686.465,359702.834,737.544,4443.422,Wildtype
352699.696,351862.775,359309.854,802.282,4136.55,Wildtype
352376.646,352435.524,355177.806,568.188,524.248,Wildtype
352304.658,350311.546,359546.064,582.859,3988.016,Wildtype
352072.476,352767.161,355309.152,382.553,672.517,Wildtype
352452.63,351810.161,356783.415,663.726,1733.39,Wildtype
351825.192,352209.244,362551.999,180.14,7237.777,Wildtype
353487.716,350978.693,357511.028,1361.617,2362.923,Wildtype
353003.139,353100.95,357542.482,1207.399,2320.551,Wildtype
352020.934,352421.421,356554.871,365.571,1734.751,Wildtype
351886.493,352119.744,356342.97,226.928,1544.63,Wildtype
NA,NA,357281.656,NA,1973.385,Wildtype
352088.44,350935.339,351831.211,745.923,24.274,Wildtype
352369.105,350583.485,352330.351,1113.319,342.666,Wildtype
351043.173,350239.554,352705.844,59.937,728.885,Wildtype
351478.397,350915.82,352652.759,406.518,604.614,Wildtype
351378.415,351060.246,353497.894,316.831,1375.231,Wildtype
351761.944,351109.307,352300.51,570.544,384.604,Wildtype
351723.812,351118.916,353274.565,551.402,1075.248,Wildtype
351778.343,351015.269,353049.688,576.904,900.445,Wildtype
351680.637,350879.26,352938.92,465.704,842.959,Wildtype
351276.692,351459.104,352925.974,230.462,806.899,Wildtype
351268.054,351934.117,352277.367,208.294,372.378,Wildtype
351679.591,351743.319,352700.025,512.33,658.798,Wildtype
351418.108,352146.728,353116.176,314.17,1083.361,Wildtype
351932.841,351619.95,354616.335,721.03,2465.845,Wildtype
351522.236,351339.079,353514.136,371.138,1333.087,Wildtype
351528.069,350276.232,352556.93,398.022,482.507,Wildtype
351374.18,351084.493,352303.003,320.553,354.55,Wildtype
351977.785,351523.961,353863.832,861.689,1665.256,Wildtype
NA,NA,353091.379,NA,1007.066,Wildtype
NA,NA,353368.731,NA,1194.56,Wildtype
NA,NA,352967.834,NA,854.098,Wildtype
353062.062,352654.085,360328.701,730.174,2488.543,Wildtype
352799.44,353024.371,358899.695,503.871,1464.93,Wildtype
355171.958,354233.396,360364.604,2563.178,2549.103,Wildtype
353929.073,350511.478,360469.102,1377.222,2297.963,Wildtype
353176.935,351671.71,357828.117,734.728,866.525,Wildtype
352460.588,350893.316,364023.823,300.84,5200.795,Wildtype
354001.196,352210.873,357762.366,1338.253,640.424,Wildtype
353077.398,352661.077,358934.78,656.716,1519.176,Wildtype
352744.284,351242.318,365706.315,435.228,6580.354,Wildtype
353184.456,353915.145,358527.447,774.309,1265.127,Wildtype
354438.606,354961.085,360814.354,1605.02,2944.394,Wildtype
353759.627,353610.822,360872.73,1164.302,2781.472,Wildtype
352848.516,358706.253,363204.783,485.525,4493.604,Wildtype
NA,NA,367731.716,NA,8899.85,Wildtype
NA,NA,363469.286,NA,4990.684,Wildtype
NA,NA,359970.586,NA,1974.982,Wildtype
NA,NA,359675.132,NA,2148.462,Wildtype
352804.724,NA,350238.435,NA,NA,Loss of function
352633.905,NA,350210.148,NA,NA,Loss of function
353357.808,NA,350114.188,NA,NA,Loss of function
351431.047,NA,350248.973,NA,NA,Loss of function
352096.571,NA,350115.242,NA,NA,Loss of function
351408.479,NA,350142.709,NA,NA,Loss of function
351339.589,NA,350196.578,NA,NA,Loss of function
351395.956,NA,350152.694,NA,NA,Loss of function
351106.839,NA,350192.525,NA,NA,Loss of function
351460.116,NA,350292.308,NA,NA,Loss of function
352050.066,NA,350235.133,NA,NA,Loss of function
351480.087,NA,350182.826,NA,NA,Loss of function
351112.4,NA,350210.206,NA,NA,Loss of function
351304.154,NA,350194.814,NA,NA,Loss of function
351489.755,NA,350160.728,NA,NA,Loss of function
351512.338,NA,350150.734,NA,NA,Loss of function
351692.137,NA,350144.125,NA,NA,Loss of function
351201.204,NA,350258.484,NA,NA,Loss of function
351518.321,NA,350148.781,NA,NA,Loss of function
351076.375,NA,350319.309,NA,NA,Loss of function
351289.382,NA,350143.234,NA,NA,Loss of function
351905.327,NA,350343.032,NA,NA,Loss of function
351996.78,NA,350173,NA,NA,Loss of function
352410.373,NA,350276.755,NA,NA,Loss of function
352183.159,NA,350196.296,NA,NA,Loss of function
352095.414,NA,350230.618,NA,NA,Loss of function
351260.215,NA,350146.46,NA,NA,Loss of function
351893.615,NA,350144.723,NA,NA,Loss of function
351231.887,NA,350091.614,NA,NA,Loss of function
352557.349,NA,350049.737,NA,NA,Loss of function
351770.817,NA,350045.958,NA,NA,Loss of function
351415.82,NA,350052.393,NA,NA,Loss of function
353007.595,NA,350058.583,NA,NA,Loss of function
351504.375,NA,350048.061,NA,NA,Loss of function
351449.459,NA,350077.531,NA,NA,Loss of function
351711.974,NA,350081.031,NA,NA,Loss of function
351341.378,NA,350078.456,NA,NA,Loss of function
351175.38,NA,350086.269,NA,NA,Loss of function
351427.747,NA,350053.992,NA,NA,Loss of function
353047.251,NA,350100.556,NA,NA,Loss of function
352613.912,NA,350093.257,NA,NA,Loss of function
353630.087,NA,350056.141,NA,NA,Loss of function
351739.77,NA,350130.296,NA,NA,Loss of function
352101.236,NA,350059.349,NA,NA,Loss of function
353837.823,NA,350052.625,NA,NA,Loss of function
351869.329,NA,353311.177,NA,NA,Loss of function
352955.993,NA,352685.214,NA,NA,Loss of function
352522.792,NA,353947.162,NA,NA,Loss of function
352687.726,NA,353538.979,NA,NA,Loss of function
351804.434,NA,353381.84,NA,NA,Loss of function
351797.599,NA,352197.474,NA,NA,Loss of function
351892.185,NA,354709.054,NA,NA,Loss of function
351835.214,NA,352608.916,NA,NA,Loss of function
351243.215,NA,354591.376,NA,NA,Loss of function
351039.315,NA,352868.995,NA,NA,Loss of function
351465.761,NA,354473.106,NA,NA,Loss of function
351315.874,NA,353513.603,NA,NA,Loss of function
350965.049,NA,352918.111,NA,NA,Loss of function
350778.652,NA,354716.227,NA,NA,Loss of function
350754.396,NA,352411.163,NA,NA,Loss of function
350769.942,NA,353136.736,NA,NA,Loss of function
351396.339,NA,352943.592,NA,NA,Loss of function
351211.564,NA,352869.387,NA,NA,Loss of function
350763.656,NA,358815.944,NA,NA,Loss of function
350707.969,NA,356049.489,NA,NA,Loss of function
350789.223,NA,354699.638,NA,NA,Loss of function
350956.982,NA,356399.107,NA,NA,Loss of function
350784.817,NA,355879.095,NA,NA,Loss of function
350748.605,NA,354998.76,NA,NA,Loss of function
350650.189,NA,354166.594,NA,NA,Loss of function
350687.814,NA,357560.067,NA,NA,Loss of function
350828.908,NA,356731.913,NA,NA,Loss of function
350715.962,NA,358495.907,NA,NA,Loss of function
350598.985,NA,358815.907,NA,NA,Loss of function
350379.537,NA,354123.448,NA,NA,Loss of function
350392.246,NA,356430.523,NA,NA,Loss of function
351856.525,NA,356154.523,NA,NA,Loss of function
351344.823,NA,356264.044,NA,NA,Loss of function
353075.844,NA,356500.832,NA,NA,Loss of function
352194.417,NA,359195.703,NA,NA,Loss of function
352637.62,NA,355757.108,NA,NA,Loss of function
351927.161,NA,354965.801,NA,NA,Loss of function
351390.927,NA,355209.345,NA,NA,Loss of function
351312.139,NA,354412.91,NA,NA,Loss of function
351477.983,NA,353789.109,NA,NA,Loss of function
351619.016,NA,358596.688,NA,NA,Loss of function
351467.585,NA,357397.14,NA,NA,Loss of function
351991.278,NA,354010.138,NA,NA,Loss of function
351956.658,NA,355838.593,NA,NA,Loss of function
351631.938,NA,354944.104,NA,NA,Loss of function
352239.154,NA,352716.804,NA,NA,Loss of function
351160.469,NA,354392.46,NA,NA,Loss of function
351332.718,NA,353893.014,NA,NA,Loss of function
352079.881,NA,351940.77,NA,NA,Loss of function
351348.029,NA,353122.771,NA,NA,Loss of function
351458.487,NA,352098.256,NA,NA,Loss of function
353071.524,NA,353226.496,NA,NA,Loss of function
352760.146,NA,353992.34,NA,NA,Loss of function
353229.198,NA,352510.655,NA,NA,Loss of function
353019.949,NA,352131.849,NA,NA,Loss of function
352982.552,NA,352747.744,NA,NA,Loss of function
351871.559,NA,352507.146,NA,NA,Loss of function
352690.599,NA,353135.994,NA,NA,Loss of function
353272.944,NA,352324.933,NA,NA,Loss of function
353318.693,NA,352268.341,NA,NA,Loss of function
353095.103,NA,353863.725,NA,NA,Loss of function
352424.785,NA,353804.19,NA,NA,Loss of function
352057.61,NA,351783.062,NA,NA,Loss of function
352041.241,NA,352210.368,NA,NA,Loss of function
352936.316,NA,354203.068,NA,NA,Loss of function
351796.486,NA,352876.886,NA,NA,Loss of function
352620.094,NA,353278.199,NA,NA,Loss of function
352441.174,NA,352158.717,NA,NA,Loss of function
352154.039,NA,351835.398,NA,NA,Loss of function
353053.693,NA,352126.477,NA,NA,Loss of function
352500.302,NA,351884.13,NA,NA,Loss of function
352043.141,NA,354882.446,NA,NA,Loss of function
351648.387,NA,355024.603,NA,NA,Loss of function
352398.662,NA,355459.173,NA,NA,Loss of function
351776.47,NA,354409.72,NA,NA,Loss of function
351448.178,NA,354847.088,NA,NA,Loss of function
352009.186,NA,355844.305,NA,NA,Loss of function
351574.301,NA,355313.26,NA,NA,Loss of function
352078.494,NA,353630.812,NA,NA,Loss of function
352990.046,NA,356747.6,NA,NA,Loss of function
351342.118,NA,358884.038,NA,NA,Loss of function
351505.799,NA,355673.093,NA,NA,Loss of function
351214.335,NA,357262.499,NA,NA,Loss of function
351569.529,NA,356130.957,NA,NA,Loss of function
352458.204,NA,358161.774,NA,NA,Loss of function
351695.288,NA,356238.222,NA,NA,Loss of function
351579.495,NA,358707.249,NA,NA,Loss of function
351475.126,NA,354320.974,NA,NA,Loss of function
351248.957,NA,355140.296,NA,NA,Loss of function
351443.72,NA,357238.352,NA,NA,Loss of function
351073.277,NA,355600.461,NA,NA,Loss of function
350545.435,NA,354834.474,NA,NA,Loss of function
350495.213,NA,357007.81,NA,NA,Loss of function
350470.854,NA,359014.406,NA,NA,Loss of function
350569.678,NA,358514.308,NA,NA,Loss of function
350637.753,NA,354584.929,NA,NA,Loss of function
350400.354,NA,354789.759,NA,NA,Loss of function
351029.678,NA,355678.327,NA,NA,Loss of function
350706.034,NA,359918.606,NA,NA,Loss of function
350449.929,NA,356305.569,NA,NA,Loss of function
350456.948,NA,355856.594,NA,NA,Loss of function
350491.683,NA,360977.607,NA,NA,Loss of function
350482.288,NA,355951.262,NA,NA,Loss of function
350391.344,NA,354502.21,NA,NA,Loss of function
350498.565,NA,355395.781,NA,NA,Loss of function
350491.958,NA,359598.866,NA,NA,Loss of function
350748.199,NA,355509.203,NA,NA,Loss of function
353849.845,NA,356600.776,NA,NA,Loss of function
352517.188,NA,356573.833,NA,NA,Loss of function
352233.568,NA,354976.441,NA,NA,Loss of function
352347.64,NA,357252.243,NA,NA,Loss of function
353988.904,NA,354764.526,NA,NA,Loss of function
351964.595,NA,358902.463,NA,NA,Loss of function
352502.297,NA,356937.859,NA,NA,Loss of function
352757.232,NA,354496.562,NA,NA,Loss of function
353323.337,NA,358943.217,NA,NA,Loss of function
352571.7,NA,356686.638,NA,NA,Loss of function
353070.115,NA,359444.269,NA,NA,Loss of function
351879.361,NA,356897.744,NA,NA,Loss of function
352261.954,NA,358414.76,NA,NA,Loss of function
351883.824,NA,355526.186,NA,NA,Loss of function
352602.697,NA,356301.043,NA,NA,Loss of function
353179.882,NA,355919.498,NA,NA,Loss of function
351293.361,NA,358041.323,NA,NA,Loss of function
351292.618,NA,355178.255,NA,NA,Loss of function
351319.569,NA,356699.687,NA,NA,Loss of function
350975.439,NA,358452.634,NA,NA,Loss of function
351118.606,NA,354475.746,NA,NA,Loss of function
351421.141,NA,354360.031,NA,NA,Loss of function
350985.7,NA,355071.779,NA,NA,Loss of function
351757.968,NA,359291.899,NA,NA,Loss of function
351336.05,NA,354126.406,NA,NA,Loss of function
351691.523,NA,354784.091,NA,NA,Loss of function
351156.086,NA,358707.087,NA,NA,Loss of function
351138.338,NA,355737.84,NA,NA,Loss of function
351374.216,NA,354185.211,NA,NA,Loss of function
350894.454,NA,356742.372,NA,NA,Loss of function
350886.257,NA,354932.877,NA,NA,Loss of function
351521.769,NA,355070.713,NA,NA,Loss of function
350843.653,NA,354761.478,NA,NA,Loss of function
350833.554,NA,358146.904,NA,NA,Loss of function
351068.324,NA,355666.731,NA,NA,Loss of function
351516.594,NA,355565.56,NA,NA,Loss of function
350811.461,NA,357843.762,NA,NA,Loss of function
350817.992,NA,354461.974,NA,NA,Loss of function
351471.66,NA,354985.636,NA,NA,Loss of function
351066.896,NA,354788.829,NA,NA,Loss of function
350993.82,NA,357457.659,NA,NA,Loss of function
350821.438,NA,356219.479,NA,NA,Loss of function
350816.175,NA,353567.036,NA,NA,Loss of function
350950.215,NA,353695.312,NA,NA,Loss of function
350967.725,NA,355300.734,NA,NA,Loss of function
350850.43,NA,354925.608,NA,NA,Loss of function
353369.888,NA,353763.74,NA,NA,Loss of function
353066.713,NA,356390.235,NA,NA,Loss of function
353877.545,NA,353191.531,NA,NA,Loss of function
352595.036,NA,353813.32,NA,NA,Loss of function
353735.836,NA,356842.902,NA,NA,Loss of function
354489.539,NA,353974.028,NA,NA,Loss of function
354718.406,NA,353640.141,NA,NA,Loss of function
353479.102,NA,353897.91,NA,NA,Loss of function
353571.734,NA,353451.562,NA,NA,Loss of function
354019.531,NA,353687.159,NA,NA,Loss of function
352842.726,NA,354518.942,NA,NA,Loss of function
352204.077,NA,357531.331,NA,NA,Loss of function
353880.29,NA,355927.409,NA,NA,Loss of function
352646.007,NA,354795.633,NA,NA,Loss of function
352163.69,NA,355745.942,NA,NA,Loss of function
353947.109,NA,359576.366,NA,NA,Loss of function
354213.469,NA,354746.18,NA,NA,Loss of function
353702.874,NA,358007.324,NA,NA,Loss of function
353629.032,NA,356226.584,NA,NA,Loss of function
353196.069,NA,353362.547,NA,NA,Loss of function
353246.911,NA,354803.744,NA,NA,Loss of function
353848.792,NA,354302.156,NA,NA,Loss of function
353237.288,NA,353691.859,NA,NA,Loss of function
354752.177,NA,353207.167,NA,NA,Loss of function
353238.808,NA,357921.601,NA,NA,Loss of function
354545.576,NA,355989.689,NA,NA,Loss of function
352697.215,NA,354652.207,NA,NA,Loss of function
352597.991,NA,355052.388,NA,NA,Loss of function
352475.938,NA,354252.899,NA,NA,Loss of function
353678.959,NA,353546.031,NA,NA,Loss of function
352929.68,NA,354580.873,NA,NA,Loss of function
352783.193,NA,354823.069,NA,NA,Loss of function
354836.942,NA,353697.401,NA,NA,Loss of function
353697.3,NA,353834.03,NA,NA,Loss of function
355302.726,NA,354140.702,NA,NA,Loss of function
354412.576,NA,352814.35,NA,NA,Loss of function
352451.792,NA,352532.795,NA,NA,Loss of function
355897.442,NA,351939,NA,NA,Loss of function
352822.614,NA,353108.812,NA,NA,Loss of function
350801.898,NA,353100.819,NA,NA,Loss of function
351060.22,NA,352943.138,NA,NA,Loss of function
350753.023,NA,353781.456,NA,NA,Loss of function
350998.309,NA,353237.862,NA,NA,Loss of function
351037.765,NA,352546.58,NA,NA,Loss of function
351009.502,NA,353147.575,NA,NA,Loss of function
351292.563,NA,354412.01,NA,NA,Loss of function
350769.267,NA,351989.742,NA,NA,Loss of function
350721.049,NA,352185.428,NA,NA,Loss of function
350618.039,NA,352402.589,NA,NA,Loss of function
351260.78,NA,353214.433,NA,NA,Loss of function
350732.53,NA,352210.454,NA,NA,Loss of function
351074.375,NA,354113.097,NA,NA,Loss of function
351320.437,NA,352150.972,NA,NA,Loss of function
352609.029,NA,352090.878,NA,NA,Loss of function
354996.164,NA,352278.205,NA,NA,Loss of function
353015.171,NA,352321.958,NA,NA,Loss of function
352638.938,NA,352111.066,NA,NA,Loss of function
352126.695,NA,352068.284,NA,NA,Loss of function
352276.654,NA,352237.993,NA,NA,Loss of function
352943.195,NA,352209.364,NA,NA,Loss of function
353193.606,NA,352492.209,NA,NA,Loss of function
352927.041,NA,355493.303,NA,NA,Loss of function
353021.323,NA,352696.58,NA,NA,Loss of function
352020.165,NA,353004.329,NA,NA,Loss of function
353376.642,NA,354452.418,NA,NA,Loss of function
352089.113,NA,353225.944,NA,NA,Loss of function
353139.166,NA,353794.985,NA,NA,Loss of function
352498.994,NA,352665.448,NA,NA,Loss of function
351941.594,NA,353149.59,NA,NA,Loss of function
352257.449,NA,354890.014,NA,NA,Loss of function
352008.326,NA,355583.53,NA,NA,Loss of function
352083.645,NA,352422.531,NA,NA,Loss of function
352010.159,NA,353837.691,NA,NA,Loss of function
355449.685,NA,353771.751,NA,NA,Loss of function
354633.98,NA,353084.983,NA,NA,Loss of function
353044.347,NA,352609.649,NA,NA,Loss of function
354389.233,NA,353010.445,NA,NA,Loss of function
353574.516,NA,354985.363,NA,NA,Loss of function
353539.915,NA,353518.262,NA,NA,Loss of function
352881.244,NA,352648.347,NA,NA,Loss of function
352953.311,NA,355917.431,NA,NA,Loss of function
354457.798,NA,353669.693,NA,NA,Loss of function
353251.106,NA,353053.447,NA,NA,Loss of function
353497.69,NA,354069.04,NA,NA,Loss of function
353965.199,NA,353966.864,NA,NA,Loss of function
352611.804,NA,355525.402,NA,NA,Loss of function
352463.803,NA,353489.063,NA,NA,Loss of function
353066.603,NA,353367.775,NA,NA,Loss of function
354969.143,NA,352460.219,NA,NA,Loss of function
352219,NA,354513.039,NA,NA,Loss of function
356657.621,NA,353723.113,NA,NA,Loss of function
355459.591,NA,353256.391,NA,NA,Loss of function
355570.107,NA,352628.174,NA,NA,Loss of function
356283.134,NA,352511.281,NA,NA,Loss of function
354019.783,NA,353929.979,NA,NA,Loss of function
353454.906,NA,354192.671,NA,NA,Loss of function
357509.356,NA,354326.961,NA,NA,Loss of function
354685.377,NA,355964.806,NA,NA,Loss of function
356886.306,NA,353866.72,NA,NA,Loss of function
354651.631,NA,354864.522,NA,NA,Loss of function
356700.818,NA,355898.509,NA,NA,Loss of function
356856.874,NA,353357.226,NA,NA,Loss of function
357404.161,NA,353000.058,NA,NA,Loss of function
354480.509,NA,352661.993,NA,NA,Loss of function
355462.122,NA,353155.258,NA,NA,Loss of function
356615.856,NA,353579.682,NA,NA,Loss of function
356619.473,NA,353307.417,NA,NA,Loss of function
354133.261,NA,353465.46,NA,NA,Loss of function
353636.548,NA,353047.024,NA,NA,Loss of function
354945.971,NA,355205.273,NA,NA,Loss of function
354159.7,NA,352532.094,NA,NA,Loss of function
353070.257,NA,355809.586,NA,NA,Loss of function
352405.368,NA,355394.369,NA,NA,Loss of function
352341.281,NA,356988.027,NA,NA,Loss of function
350489.133,NA,357948.297,NA,NA,Loss of function
350758.587,NA,355707.602,NA,NA,Loss of function
352969.876,NA,355559.826,NA,NA,Loss of function
352407.403,NA,356790.972,NA,NA,Loss of function
354191.063,NA,358819.336,NA,NA,Loss of function
350682.443,NA,354341.804,NA,NA,Loss of function
351928.848,NA,356166.271,NA,NA,Loss of function
352307.207,NA,356776.479,NA,NA,Loss of function
354111.09,NA,355412.804,NA,NA,Loss of function
354087.491,NA,357546.91,NA,NA,Loss of function
353657.48,NA,356029.734,NA,NA,Loss of function
351065.028,NA,355138.639,NA,NA,Loss of function
351852.716,NA,357813.566,NA,NA,Loss of function
354822.827,NA,354634.897,NA,NA,Loss of function
353516.477,NA,357775.6,NA,NA,Loss of function
NA,NA,360293.829,NA,NA,Loss of function
NA,NA,354034.664,NA,NA,Loss of function
NA,NA,356568.524,NA,NA,Loss of function
NA,NA,357156.943,NA,NA,Loss of function
NA,NA,355383.894,NA,NA,Loss of function
NA,NA,358454.624,NA,NA,Loss of function
NA,NA,354698.95,NA,NA,Loss of function
NA,NA,355692.789,NA,NA,Loss of function
NA,NA,356358.599,NA,NA,Loss of function
NA,NA,354456.99,NA,NA,Loss of function
NA,NA,353937.366,NA,NA,Loss of function
NA,NA,354557.704,NA,NA,Loss of function
NA,NA,355069.637,NA,NA,Loss of function
NA,NA,354254.893,NA,NA,Loss of function
NA,NA,357790.568,NA,NA,Loss of function
NA,NA,356107.81,NA,NA,Loss of function
NA,NA,357078.444,NA,NA,Loss of function
NA,NA,354941.481,NA,NA,Loss of function
NA,NA,355284.838,NA,NA,Loss of function
NA,NA,359050.945,NA,NA,Loss of function
NA,NA,353893.879,NA,NA,Loss of function
NA,NA,358760.427,NA,NA,Loss of function
NA,NA,354049.252,NA,NA,Loss of function
NA,NA,354807.41,NA,NA,Loss of function
NA,NA,353982.231,NA,NA,Loss of function
NA,NA,355516.684,NA,NA,Loss of function
NA,NA,355002.129,NA,NA,Loss of function
NA,NA,356810.271,NA,NA,Loss of function
NA,NA,354897.419,NA,NA,Loss of function
NA,NA,353401.964,NA,NA,Loss of function
NA,NA,355973.826,NA,NA,Loss of function
NA,NA,353364.259,NA,NA,Loss of function
NA,NA,353217.188,NA,NA,Loss of function
NA,NA,353411.902,NA,NA,Loss of function
NA,NA,353960.119,NA,NA,Loss of function
NA,NA,354328.789,NA,NA,Loss of function
NA,NA,355969.074,NA,NA,Loss of function